(-25.46129761441786, 32.107465685191194)
(-25.47887918517911, 31.944925940292276)
(-25.460798891329638, 31.80893259480787)
(-25.447154164631907, 31.75637052014902)
(-25.606470418458652, 31.473314665844978)
(-25.60632790561196, 31.349206033410283)
(-25.62729159840355, 31.29795444121174)
(-25.704122587180674, 31.160767363545617)
(-25.561188098818448, 30.973665962560226)
(-25.479711458953528, 30.831137387077515)
(-25.439063419765453, 30.805947105874644)
(-25.758726804910996, 30.26488570653487)
(-25.58642687699035, 30.342334935057394)
(-25.44607762458524, 30.339033440299524)
(-25.70238889054512, 30.13130603539146)
(-25.6331423731433, 29.92517162436512)
(-25.481058154436738, 29.869835915304606)
(-25.447776194320944, 29.781142461491648)
(-25.51162907115317, 29.613687902948964)
(-25.584655571356112, 29.412265068711882)
(-25.67990808872263, 29.185866162894214)
(-25.6333970785855, 29.17486109347469)
(-25.735549579204452, 29.02674311800344)
(-25.68743157140564, 28.789569489050493)
(-25.800097844523908, 28.260477691407125)
(-25.4783369550279, 28.586589733571504)
(-25.31902595562702, 28.660691050297928)
(-25.669667302982884, 28.09706889119745)
(-25.625764337701142, 28.0664384147716)
(-25.69252010495252, 27.982994569532334)
(-25.72137689215439, 27.724519498056875)
(-25.577584979462127, 27.658239016400323)
(-25.496573080438687, 27.58662566547909)
(-25.525971510640783, 27.4495733767051)
(-25.684990149902035, 27.135597212898787)
(-25.68606449856198, 27.047170054875618)
(-25.681906828443058, 26.90710864320798)
(-25.72017963937743, 26.861766931395984)
(-25.756498422979348, 26.64366046389475)
(-25.60752520581831, 26.59911637946268)
(-25.524856907067633, 26.511195828179304)
(-25.536694515857953, 26.437787126502283)
(-25.577218572895685, 26.225551413921963)
(-25.70313380231034, 25.983305565978245)
(-25.654621214951444, 25.918022291557815)
(-25.71442491788107, 25.78427181257588)
(-25.78533378503947, 25.570982383856887)
(-25.725469820256464, 25.431555145213967)
(-25.56294699867776, 25.453989727878255)
(-25.602398270917206, 25.27105142346384)
(-25.669110794767732, 25.077884100891662)
(-25.769489646895227, 24.83118490905822)
(-25.73821657785452, 24.704319626052474)
(-25.78603289788067, 24.626584019572988)
(-25.772844672950132, 24.477108525486234)
(-25.6543675516753, 24.400976093947005)
(-25.596668704268055, 24.35538597611103)
(-25.54871062592823, 24.328794717702078)
(-25.71524062407614, 23.942922031381745)
(-25.738627627812797, 23.83170899459515)
(-25.771182624367743, 23.62891374294349)
(-25.728890698260862, 23.65151835969371)
(-25.779403184853102, 23.45941246746427)
(-25.76077874789869, 23.24139296473534)
(-25.59150498440263, 23.314794883499477)
(-25.636776219672658, 23.108171078839877)
(-25.73738256030516, 22.830637473576257)
(-25.80525393962465, 22.6254042939276)
(-25.769797027315175, 22.555195810394537)
(-25.75872198995216, 22.523569947488088)
(-25.787168702098683, 22.325804579422055)
(-25.822992560158323, 22.02169702472711)
(-25.65008075392765, 22.164982802278477)
(-25.627189215252553, 22.10547723224785)
(-25.70634723840744, 21.863912942240404)
(-25.76952596713344, 21.665661648323862)
(-25.763319176042003, 21.541410953620396)
(-25.772258344793617, 21.42955998190399)
(-25.780794801526635, 21.321487100911636)
(-25.785417109057942, 21.130698649344183)
(-25.73269513875111, 21.02159545600801)
(-25.675189358499587, 21.013358836708335)
(-25.693244071017425, 20.918005734255555)
(-25.817845848303666, 20.56622384840721)
(-25.811429641201887, 20.448952921728353)
(-25.81024334252978, 20.36958222588727)
(-25.817496468085846, 20.219485843992768)
(-25.813509640853027, 20.100490178529103)
(-25.81572017488616, 19.90986679432186)
(-25.73888925945068, 19.974163021364507)
(-25.748447953079044, 19.808939111010513)
(-25.76869044395558, 19.61521640480749)
(-25.845853404786155, 19.317082779947985)
(-25.844720577803532, 19.17993183081913)
(-25.86853910673309, 19.029976022741398)
(-25.84238814262638, 18.966026332714268)
(-25.868134832311302, 18.755324012316386)
(-25.727971804699553, 18.903213551455284)
(-25.777369954338266, 18.66914072747877)
(-25.809096497020423, 18.48646712608272)
(-25.848041218725054, 18.2875177144997)
(-25.88408026682324, 18.102234972247654)
(-25.86079090672743, 18.037383214899688)
(-25.8601516009983, 17.905855604801893)
(-25.88537235236163, 17.69304073626496)
(-25.811639239164233, 17.72412936843993)
(-25.799842835780996, 17.618962550399683)
(-25.82834107543613, 17.382321457024204)
(-25.8536165061301, 17.21841596901292)
(-25.879803990211236, 17.05621930325501)
(-25.89318244565948, 16.874603006310988)
(-25.891003696077266, 16.809972171703986)
